,name,handle,url,additional info
1,Daniela Ludwig,@DaniLudwigMdB,https://twitter.com/DaniLudwigMdB,Bundestagsabgeordnete 🇩🇪 Stellv. Generalsekretärin der @*CSU*
2,Marja-Liisa Völlers,@MarjaVoellers,https://twitter.com/MarjaVoellers,Bundestagsabgeordnete @*spdbt* <https://twitter.com/spdbt> für
3,Dr. Robby Schlund,@DrRobbySchlund,https://twitter.com/DrRobbySchlund,ist ein deutscher Politiker (AfD) und seit 2017 Mitglied des
4,Matthias Seestern-Pauly,@mseesternpauly,https://twitter.com/mseesternpauly,Mitglied des Bundestages | Kinder- und Jugendpolitischer Sprecher
5,Wolfgang Wiehle,@WolfgangWiehle,https://twitter.com/WolfgangWiehle,"#*AfD* <https://twitter.com/hashtag/AfD?src=hash>-Politiker,"
6,Renata Alt,@RenataAlt_MdB,https://twitter.com/RenataAlt_MdB,"Mitglied des Deutschen Bundestages, Außenpolitikerin; Es twittern"
7,Britta Dassler,@BrittaDassler,https://twitter.com/BrittaDassler,Bundestagsabgeordnete aus Herzogenaurach für die @*FDP*
8,Markus Herbrand,@HerbrandMarkus,https://twitter.com/HerbrandMarkus,Mitglied der FDP-Fraktion im Deutschen Bundestag Mitglied im
9,Dr. Bruno Hollnagel,@DrHollnagel,https://twitter.com/DrHollnagel,Dies ist der offizielle Twitter-Kanal von MdB Dr. Bruno Hollnagel (AfD)
10,Karsten Klein,@MdBKlein,https://twitter.com/MdBKlein,Landesgruppenchef der bayerischen FDP Bundestagsabgeordneten |
11,Nicole Westig,@NicoleWestig,https://twitter.com/NicoleWestig,Pflegepolitische Sprecherin der FDP- Bundestagsfraktion #*Pflege*
12,Ulrich Lechte,@ulrichlechte,https://twitter.com/ulrichlechte,"Mitglied im AA. Vorsitzender im UA 'Vereinte Nationen,"
13,Manuela Rottmann,@ManuelaRottman,https://twitter.com/ManuelaRottman,"MdB, Grüne, Freilandei, Juristin. Meinung hier: rein privat"
14,Frank Müller-Rosentritt,@theliberalfrank,https://twitter.com/theliberalfrank,Mitglied des Deutschen Bundestages | Auswärtiger Ausschuss | Asien &
15,Grigorios Aggelidis,@aggelidis_fdp,https://twitter.com/aggelidis_fdp,FDP | Sprecher für Familie und Senioren der FDP-Fraktion im
16,Prof. Dr.-Ing. Martin Neumann,@_MartinNeumann,https://twitter.com/_MartinNeumann,MdB aus Brandenburg | Sprecher für Energiepolitik @*fdpbt*
17,Bettina Hoffmann,@bhoffmann_mdb,https://twitter.com/bhoffmann_mdb,"BÜNDNIS90/DIE GRÜNEN Bundestagsfraktion, Sprecherin für"
18,Gero Hocker,@GeroHocker,https://twitter.com/GeroHocker,Mitglied des Deutschen Bundestags - FDP - Sprecher für
19,Hansjörg Müller,@mueller_mdb,https://twitter.com/mueller_mdb,Hier twittert der Parlamentarische GF der #*afdimbundestag*
20,Jörn König,@JoernKoenigAfD,https://twitter.com/JoernKoenigAfD,MdB und sportpolitischer Sprecher der @*AfD*
21,Bijan Djir-Sarai,@DjirSarai,https://twitter.com/DjirSarai,Außenpolitischer Sprecher der FDP-Bundestagsfraktion
22,Katja Keul,@KatjaKeul,https://twitter.com/KatjaKeul,Grüne Bundestagsabgeordnete aus Niedersachsen – Anwältin für
23,Friedrich Straetmanns,@FrStraetmanns,https://twitter.com/FrStraetmanns,Mitglied des Bundestages | Justiziar und rechtspolitischer Sprecher
24,Katharina Willkomm,@k_willkomm,https://twitter.com/k_willkomm,Sprecherin für Verbraucherschutz der @*FDP*
25,Kirsten Kappert-Gonther,@KirstenKappert,https://twitter.com/KirstenKappert,Abgeordnete im Bundestag von Bündnis90/Die Grünen #*Gesundheit*
26,Till Mansmann,@TillMansmann,https://twitter.com/TillMansmann,Südhessisches MdB in den Ausschüssen Arbeit/Soziales +
27,Erhard Grundl,@E_Grundl,https://twitter.com/E_Grundl,"MdB, Bündnis 90/Die Grünen, Sprecher für Kulturpolitk, Mitglied im"
28,Thomas Silberhorn,@SilberhornMdB,https://twitter.com/SilberhornMdB,Parlamentarischer Staatssekretär @*BMVg_Bund*
29,Judith Skudelny,@JudithSkudelny,https://twitter.com/JudithSkudelny,Generalsekretärin der FDP Baden-Württemberg | Mitglied des Deutschen
30,Michelle Müntefering,@Mi_Muentefering,https://twitter.com/Mi_Muentefering,"MoP, Constituency Herne-Bochum II, SPD, Minister of State 4 Int."
31,Fabian Jacobi,@Jacobi_AfD,https://twitter.com/Jacobi_AfD,Geburtsort #*Münster*
32,Margit Stumpp,@margit_stumpp,https://twitter.com/margit_stumpp,MdB & Grüne. Sprecherin für Bildungs- und Medienpolitik. Expertin
33,Eva-Maria Schreiber,@MdB_Schreiber,https://twitter.com/MdB_Schreiber,Bundestagsabgeordnete (DIE LINKE.) @*linksfraktion*
34,Frank Magnitz,@Frank_Magnitz,https://twitter.com/Frank_Magnitz,Für #*Bremen* <https://twitter.com/hashtag/Bremen?src=hash> im
35,Esther Dilcher,@EstherDilcher,https://twitter.com/EstherDilcher,
36,Katja Mast,@KatjaMast,https://twitter.com/KatjaMast,"Glühende Sozialdemokratin, Bundestagsabgeordnete für Pforzheim & den"
37,Marc Biadacz,@MBiadaczMdB,https://twitter.com/MBiadaczMdB,#*Mut* <https://twitter.com/hashtag/Mut?src=hash>. #*Optimismus*
38,Karlheinz Busen,@busen_mdb,https://twitter.com/busen_mdb,Abgeordneter des Deutschen Bundestages aus dem Münsterland. Mitglied
39,Gerald Ullrich,@G_UllrichFDP,https://twitter.com/G_UllrichFDP,#*Bundestag* <https://twitter.com/hashtag/Bundestag?src=hash> #*FDP*
40,Amira Mohamed Ali,@Amira_M_Ali,https://twitter.com/Amira_M_Ali,"Mitglied des Deutschen Bundestages, Sprecherin für"
41,Philipp Amthor,@Philipp_Amthor,https://twitter.com/Philipp_Amthor,Mitglied des deutschen Bundestages (CDU). Wahlkreis 16
42,Mario Mieruch,@MieruchMario,https://twitter.com/MieruchMario,"Dipl.-Ing. (BA) für Mechatronik, MdB für Die blaue Partei."
43,Stefan Schmidt,@Schmidt_MdB,https://twitter.com/Schmidt_MdB,"Sprecher für Kommunalfinanzen | MdB | B90/Die Grünen | Finanzen,"
44,Bernd Reuther,@reuther_bernd,https://twitter.com/reuther_bernd,Liberaler & Mitglied des Deutschen Bundestags. Themen:
45,Axel Knoerig,@axel_knoerig,https://twitter.com/axel_knoerig,"Bundestagsabgeordneter; Wahlkreis Diepholz/Nienburg I; CDU, CDA,"
46,Christoph Ploß,@christophploss,https://twitter.com/christophploss,🇩🇪 Bundestagsabgeordneter @*cducsubt*
47,Brigitte Freihold,@MdB_Freihold,https://twitter.com/MdB_Freihold,Mitglied des Bundestags für #*DieLinke*
48,Hagen Reinhold,@reinholdmdb,https://twitter.com/reinholdmdb,MdB aus MV | #*FDP* <https://twitter.com/hashtag/FDP?src=hash> |
49,Dr. Christian Wirth,@ChrWirthMdB,https://twitter.com/ChrWirthMdB,"Dr. Christian Wirth, für das #*Saarland*"
50,Martin Sichert,@Martin_Sichert,https://twitter.com/Martin_Sichert,"Landesvorsitzender AfD Bayern, MdB, Sozialpolitiker"
51,Jürgen Braun,@JuergenBraunAfD,https://twitter.com/JuergenBraunAfD,Bundestagsabgeordneter für den Wahlkreis Waiblingen |
52,Hartmut Ebbing,@HartmutEbbing,https://twitter.com/HartmutEbbing,Mitglied des Deutschen Bundestags - Wahlkreis Steglitz-Zehlendorf -
53,Jens Maier,@JensMaierAfD,https://twitter.com/JensMaierAfD,Offizieller Account des Dresdner Bundestagsabgeordneten Jens Maier
54,Dr. Anton Friesen,@DrFriesenMdB,https://twitter.com/DrFriesenMdB,AfD-Fraktion | Mitglied Auswärtiger Ausschuss | Sprecher Junge
55,Thomas Seitz,@Th_Seitz_AfD,https://twitter.com/Th_Seitz_AfD,"Bundestagsabgeordneter der AfD im Wahlkreis Emmendingen-Lahr,"
56,Olaf in der Beek,@olafinderbeek,https://twitter.com/olafinderbeek,Obmann Ausschuss wirtschaftl. Zusammenarbeit+Entwicklung/Ausschuss
57,SiemtjeM,@SiemtjeMoeller,https://twitter.com/SiemtjeMoeller,
58,Steffen Kotré,@SteffenKotre,https://twitter.com/SteffenKotre,#*MdB* <https://twitter.com/hashtag/MdB?src=hash> 19. Deutscher
59,Andreas Bleck,@AndreasBleckMdB,https://twitter.com/AndreasBleckMdB,"Mitglied des Bundestages, Vorsitzender der AfD Altenkirchen"
60,Sebastian Brehm,@Brehm_inNBGNord,https://twitter.com/Brehm_inNBGNord,Für Nürnberg-Nord im Bundestag | Folgen Sie mir bei meiner Arbeit in
61,Lukas Köhler,@koehler_fdp,https://twitter.com/koehler_fdp,"Klimapolitischer Sprecher der @*fdpbt* <https://twitter.com/fdpbt>,"
62,Michael Espendiller,@EspendillerM,https://twitter.com/EspendillerM,"MdB, Mathematiker, NRW, parl. Geschäftsführer der #*AfD*"
63,Karl-Heinz Brunner,@BrunnerGanzOhr,https://twitter.com/BrunnerGanzOhr,🌈 Als Volksvertreter im Bundestag im engsten Sinn des Wortes für &
64,Matthias Büttner,@Buettner_MdB,https://twitter.com/Buettner_MdB,Mitglied des 19. Deutschen Bundestages (Wahlkreis #*Altmark*
65,Daniela Wagner,@DanyWagner_DA,https://twitter.com/DanyWagner_DA,#*MdB* <https://twitter.com/hashtag/MdB?src=hash> @*GrueneBundestag*
66,Anita Schäfer,@SchaeferCDU,https://twitter.com/SchaeferCDU,Bundestagsabgeordnete der CDU im Wahlkreis 210
67,Carina Konrad,@carina_konrad,https://twitter.com/carina_konrad,"Diplom Agraringenieurin, Landwirtin, Mitglied des Bundestages, FDP"
68,Martin Hess,@Martin_Hess_AfD,https://twitter.com/Martin_Hess_AfD,#*MdB* <https://twitter.com/hashtag/MdB?src=hash> Wahlkreis 265
69,Sybille Benning,@SybilleBenning,https://twitter.com/SybilleBenning,Bundestagsabgeordnete für die Stadt Münster. Ich twittere selbst
70,Corinna Miazga,@CorinnaMiazga,https://twitter.com/CorinnaMiazga,"Abgeordnete des Deutschen Bundestages, @*AfDimBundestag*"
71,Uli Grötsch,@UliGroetsch,https://twitter.com/UliGroetsch,"Generalsekretär der BayernSPD, Ehemann & Vater, Mitglied des"
72,Norbert Kleinwächter,@NKleinwaechter,https://twitter.com/NKleinwaechter,Mitglied der AfD-Bundestagsfraktion im 19. Deutschen Bundestag. FB:
73,Sebastian Münzenmaier,@S_Muenzenmaier,https://twitter.com/S_Muenzenmaier,MdB Sebastian Münzenmaier | Vorsitzender des Ausschusses für
74,Dr. Michael von Abercron,@mvabercron,https://twitter.com/mvabercron,Direkt gewählter Bundestagsabgeordneter aus dem Wahlkreis Pinneberg
75,Christoph Meyer,@ChristophFDP,https://twitter.com/ChristophFDP,Berliner #*MdB* <https://twitter.com/hashtag/MdB?src=hash> der
76,Sandra Weeser,@sandra_weeser,https://twitter.com/sandra_weeser,"MdB, stellv. Landesvorsitzende FDP Rheinland-Pfalz, es twittern"
77,Jens Brandenburg,@JBrandenburgFDP,https://twitter.com/JBrandenburgFDP,MdB | Sprecher für #*Studium*
78,Gustav Herzog,@GustavHerzogMdB,https://twitter.com/GustavHerzogMdB,Direkt gewählter Abgeordneter des Wahlkreises Kaiserslautern im
79,Carlo Cronenberg,@CarloCronenberg,https://twitter.com/CarloCronenberg,
80,Uwe Feiler,@uwefeilermdb,https://twitter.com/uwefeilermdb,Bundestagsabgeordneter im Wahlkreis 58 Landesvorsitzender der MIT
81,Dr. Achim Kessler,@AchimKesslerMdB,https://twitter.com/AchimKesslerMdB,🔺Member of the German #*Bundestag*
82,Udo Hemmelgarn,@UdoHemmelgarn,https://twitter.com/UdoHemmelgarn,Sprecher des #*AfD* <https://twitter.com/hashtag/AfD?src=hash>-Bez.
83,Dr. Gottfried Curio,@GottfriedCurio,https://twitter.com/GottfriedCurio,#*AfD*
84,Ralf Nienaber,@Nienaber_Ralf,https://twitter.com/Nienaber_Ralf,"Ralf Nienaber, Vorstand des Immanuel Kant Vereins e.V. #*AfD*"
85,Klaus Mindrup,@KlausMindrup,https://twitter.com/KlausMindrup,#*MdB* <https://twitter.com/hashtag/MdB?src=hash> #*Pankow*
86,Nina Scheer,@NinaScheer_SPD,https://twitter.com/NinaScheer_SPD,MdB - tweete selbst
87,Prof. Harald Weyel,@h_weyel,https://twitter.com/h_weyel,Europapolitischer Sprecher der AfD im BT; Nr.3 der #*AfD*
88,Rita Hagl-Kehl,@RitaHaglKehl,https://twitter.com/RitaHaglKehl,Bundestagsabgeordnete (SPD) für Deggendorf und Freyung-Grafenau /
89,Alice Weidel,@Alice_Weidel,https://twitter.com/Alice_Weidel,Fraktionsvorsitzende der @*AfDimBundestag*
90,René Springer,@Rene_Springer,https://twitter.com/Rene_Springer,AfD | Brandenburg | Potsdam | Abgeordneter im Deutschen Bundestag |
91,Christoph Bernstiel,@c_bernstiel,https://twitter.com/c_bernstiel,#*CDU* <https://twitter.com/hashtag/CDU?src=hash>
92,Ulrich Oehme,@Oehmeulrich,https://twitter.com/Oehmeulrich,
93,Dirk Vöpel,@VoepelDirk,https://twitter.com/VoepelDirk,
94,Wieland Schinnenburg,@WSchinnenburg,https://twitter.com/WSchinnenburg,"Zahnarzt, Rechtsanwalt, Mitglied des Bundestages"
95,Nicola Beer,@nicolabeerfdp,https://twitter.com/nicolabeerfdp,Generalsekretärin @*FDP* <https://twitter.com/FDP>|
96,Manja Schüle,@ManjaSchuele,https://twitter.com/ManjaSchuele,SPD Bundestagsabgeordnete Wahlkreis 61 - Potsdam -
97,Reinhard Houben,@HoubenReinhard,https://twitter.com/HoubenReinhard,
98,Katrin Staffler,@katrin_staffler,https://twitter.com/katrin_staffler,Mitglied des Deutschen Bundestages Direkt gewählte Abgeordnete für
99,Hans Michelbach,@hans_michelbach,https://twitter.com/hans_michelbach,"Bundestagsabgeordneter, Landesvorsitzender der MU Bayern, Stv."
100,Prof. Dr. Lothar Maier,@ProfMaier,https://twitter.com/ProfMaier,"Professor für Verbraucherschutz a.D., Abgeordneter der #*AfD*"
101,Stephan Pilsinger,@StephPilsinger,https://twitter.com/StephPilsinger,"Arzt, Münchner, Bundestagsabgeordneter im Wahlkreis München-West/Mitte"
102,Mariana Harder-Kühnel,@M_HarderKuehnel,https://twitter.com/M_HarderKuehnel,MdB für die #*AfD* <https://twitter.com/hashtag/AfD?src=hash> |
103,Dirk Wiese Sauerland,@DirkWiese4,https://twitter.com/DirkWiese4,Sozialdemokratischer MdB aus dem Sauerland und Koordinator für
104,Joana Cotar,@JoanaCotar,https://twitter.com/JoanaCotar,Mitglied des 19. Deutschen Bundestages für die Alternative für
105,Petr Bystron,@PetrBystronAfD,https://twitter.com/PetrBystronAfD,🇩🇪 AfD-Abgeordneter & Obmann im Auswärtigen Ausschuss des
106,Dr. Dirk Spaniel,@DirkSpaniel,https://twitter.com/DirkSpaniel,"#*MdB* <https://twitter.com/hashtag/MdB?src=hash>,"
107,Danyal Bayaz,@DerDanyal,https://twitter.com/DerDanyal,Grüner MdB / BaWü / Spargelwahlkreis / Finanzausschuss /
108,Michael Schrodi,@mischrodi,https://twitter.com/mischrodi,MdB für die Landkreise Dachau und Fürstenfeldbruck. Demokratischer
109,Marc Bernhard,@MarcBernhardAfD,https://twitter.com/MarcBernhardAfD,#*Bundestagsabgeordneter*
110,Dr. R.Kraft,@Dr_Rainer_Kraft,https://twitter.com/Dr_Rainer_Kraft,"Dr. Rainer Kraft, @*AfDimBundestag*"
111,Mario Brandenburg,@BraFDP,https://twitter.com/BraFDP,Bundestagsabgeordneter der Freien Demokraten
112,Sepp Müller,@mueller_sepp,https://twitter.com/mueller_sepp,Ihr Direktabgeordneter für Dessau-Roßlau und den Landkreis Wittenberg
113,Gökay Akbulut,@AkbulutGokay,https://twitter.com/AkbulutGokay,Mitglied des Deutschen Bundestags (MdB) DIE #*LINKE*
114,Tino Chrupalla,@Tino_Chrupalla,https://twitter.com/Tino_Chrupalla,Offizieller Account des #*AfD*
